ApplNo	DrugName	
077819	METRONIDAZOLE	
077820	GLIPIZIDE	
077820	GLIPIZIDE	
077821	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
077822	OXYCODONE HYDROCHLORIDE	
077822	OXYCODONE HYDROCHLORIDE	
077822	OXYCODONE HYDROCHLORIDE	
077822	OXYCODONE HYDROCHLORIDE	
077824	RANITIDINE HYDROCHLORIDE	
077824	RANITIDINE HYDROCHLORIDE	
077826	FENOLDOPAM MESYLATE	
077827	OXANDROLONE	
077827	OXANDROLONE	
077828	CARBIDOPA AND LEVODOPA	
077828	CARBIDOPA AND LEVODOPA	
077829	CETIRIZINE HYDROCHLORIDE ALLERGY	
077829	CETIRIZINE HYDROCHLORIDE HIVES	
077829	CETIRIZINE HYDROCHLORIDE HIVES	
077829	CETIRIZINE HYDROCHLORIDE ALLERGY	
077831	CILOSTAZOL	
077833	NADOLOL AND BENDROFLUMETHIAZIDE	
077833	NADOLOL AND BENDROFLUMETHIAZIDE	
077834	AMIODARONE HYDROCHLORIDE	
077836	GEMFIBROZIL	
077837	SIMVASTATIN	
077837	SIMVASTATIN	
077837	SIMVASTATIN	
077837	SIMVASTATIN	
077837	SIMVASTATIN	
077839	ALBUTEROL SULFATE	
077840	ONDANSETRON HYDROCHLORIDE	
077841	PENTOSTATIN	
077842	GRANISETRON HYDROCHLORIDE	
077843	CABERGOLINE	
077844	ABACAVIR SULFATE	
077845	DICLOFENAC SODIUM	
077846	DORZOLAMIDE HYDROCHLORIDE	
077847	DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE	
077849	FLUOXETINE HYDROCHLORIDE	
077850	NICOTINE POLACRILEX	
077851	ONDANSETRON HYDROCHLORIDE	
077851	ONDANSETRON HYDROCHLORIDE	
077852	ROPINIROLE HYDROCHLORIDE	
077852	ROPINIROLE HYDROCHLORIDE	
077852	ROPINIROLE HYDROCHLORIDE	
077852	ROPINIROLE HYDROCHLORIDE	
077852	ROPINIROLE HYDROCHLORIDE	
077852	ROPINIROLE HYDROCHLORIDE	
077852	ROPINIROLE HYDROCHLORIDE	
077853	METFORMIN HYDROCHLORIDE	
077853	METFORMIN HYDROCHLORIDE	
077853	METFORMIN HYDROCHLORIDE	
077854	PRAMIPEXOLE DIHYDROCHLORIDE	
077854	PRAMIPEXOLE DIHYDROCHLORIDE	
077854	PRAMIPEXOLE DIHYDROCHLORIDE	
077854	PRAMIPEXOLE DIHYDROCHLORIDE	
077854	PRAMIPEXOLE DIHYDROCHLORIDE	
077855	MORPHINE SULFATE	
077855	MORPHINE SULFATE	
077856	CLONAZEPAM	
077856	CLONAZEPAM	
077856	CLONAZEPAM	
077857	ENOXAPARIN SODIUM (PRESERVATIVE FREE)	
077857	ENOXAPARIN SODIUM (PRESERVATIVE FREE)	
077857	ENOXAPARIN SODIUM (PRESERVATIVE FREE)	
077857	ENOXAPARIN SODIUM (PRESERVATIVE FREE)	
077857	ENOXAPARIN SODIUM (PRESERVATIVE FREE)	
077857	ENOXAPARIN SODIUM (PRESERVATIVE FREE)	
077857	ENOXAPARIN SODIUM (PRESERVATIVE FREE)	
077858	TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN	
077859	CIPROFLOXACIN HYDROCHLORIDE	
077859	CIPROFLOXACIN HYDROCHLORIDE	
077859	CIPROFLOXACIN HYDROCHLORIDE	
077860	RISPERIDONE	
077860	RISPERIDONE	
077860	RISPERIDONE	
077860	RISPERIDONE	
077860	RISPERIDONE	
077860	RISPERIDONE	
077861	CARBOPLATIN	
077861	CARBOPLATIN	
077861	CARBOPLATIN	
077861	CARBOPLATIN	
077862	BACLOFEN	
077862	BACLOFEN	
077863	DICLOFENAC SODIUM	
077863	DICLOFENAC SODIUM	
077864	SERTRALINE HYDROCHLORIDE	
077864	SERTRALINE HYDROCHLORIDE	
077864	SERTRALINE HYDROCHLORIDE	
077867	SOJOURN	
077868	TOPIRAMATE	
077868	TOPIRAMATE	
077869	ZONISAMIDE	
077869	ZONISAMIDE	
077869	ZONISAMIDE	
077870	GLYBURIDE AND METFORMIN HYDROCHLORIDE	
077870	GLYBURIDE AND METFORMIN HYDROCHLORIDE	
077870	GLYBURIDE AND METFORMIN HYDROCHLORIDE	
077871	SUMATRIPTAN SUCCINATE	
077873	PAROXETINE HYDROCHLORIDE	
077873	PAROXETINE HYDROCHLORIDE	
077876	ZONISAMIDE	
077876	ZONISAMIDE	
077876	ZONISAMIDE	
077877	ATENOLOL	
077877	ATENOLOL	
077877	ATENOLOL	
077878	METOCLOPRAMIDE HYDROCHLORIDE	
077878	METOCLOPRAMIDE HYDROCHLORIDE	
077880	METFORMIN HYDROCHLORIDE	
077880	METFORMIN HYDROCHLORIDE	
077880	METFORMIN HYDROCHLORIDE	
077882	MELOXICAM	
077882	MELOXICAM	
077883	BALSALAZIDE DISODIUM	
077884	ZOLPIDEM TARTRATE	
077884	ZOLPIDEM TARTRATE	
077885	HYDROCHLOROTHIAZIDE	
077887	CARVEDILOL	
077887	CARVEDILOL	
077887	CARVEDILOL	
077887	CARVEDILOL	
077888	CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER	
077888	CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER	
077890	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	
077890	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	
077890	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	
077890	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	
077892	MODAFINIL	
077892	MODAFINIL	
077893	POLYETHYLENE GLYCOL 3350	
077894	GABAPENTIN	
077894	GABAPENTIN	
077894	GABAPENTIN	
077895	URSODIOL	
077896	CICLOPIROX	
077897	ADENOSINE	
077897	ADENOSINE	
077898	CILOSTAZOL	
077898	CILOSTAZOL	
077899	NIFEDIPINE	
077899	NIFEDIPINE	
077899	NIFEDIPINE	
077900	RAMIPRIL	
077900	RAMIPRIL	
077900	RAMIPRIL	
077900	RAMIPRIL	
077901	CLONIDINE HYDROCHLORIDE	
077901	CLONIDINE HYDROCHLORIDE	
077901	CLONIDINE HYDROCHLORIDE	
077903	ZOLPIDEM TARTRATE	
077903	ZOLPIDEM TARTRATE	
077904	PRAVASTATIN SODIUM	
077904	PRAVASTATIN SODIUM	
077904	PRAVASTATIN SODIUM	
077904	PRAVASTATIN SODIUM	
077905	TOPIRAMATE	
077905	TOPIRAMATE	
077905	TOPIRAMATE	
077905	TOPIRAMATE	
077906	CAFFEINE CITRATE	
077907	SUMATRIPTAN SUCCINATE	
077908	PROPOFOL	
077909	FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	
077909	FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	
077909	FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	
077910	BISOPROLOL FUMARATE	
077910	BISOPROLOL FUMARATE	
077911	GLIMEPIRIDE	
077911	GLIMEPIRIDE	
077911	GLIMEPIRIDE	
077912	LISINOPRIL AND HYDROCHLOROTHIAZIDE	
077912	LISINOPRIL AND HYDROCHLOROTHIAZIDE	
077912	LISINOPRIL AND HYDROCHLOROTHIAZIDE	
077913	GRANISETRON HYDROCHLORIDE	
077914	FINASTERIDE	
077915	IRINOTECAN HYDROCHLORIDE	
077915	IRINOTECAN HYDROCHLORIDE	
077916	EFAVIRENZ	
077917	PRAVASTATIN SODIUM	
077917	PRAVASTATIN SODIUM	
077917	PRAVASTATIN SODIUM	
077917	PRAVASTATIN SODIUM	
077918	MELOXICAM	
077918	MELOXICAM	
077919	TERBINAFINE HYDROCHLORIDE	
077920	MELOXICAM	
077920	MELOXICAM	
077921	MELOXICAM	
077921	MELOXICAM	
077923	MELOXICAM	
077923	MELOXICAM	
077925	MELOXICAM	
077925	MELOXICAM	
077926	CARBOPLATIN	
077926	CARBOPLATIN	
077926	CARBOPLATIN	
077927	MELOXICAM	
077927	MELOXICAM	
077928	MELOXICAM	
077928	MELOXICAM	
077929	MELOXICAM	
077929	MELOXICAM	
077930	MELOXICAM	
077930	MELOXICAM	
077931	MELOXICAM	
077931	MELOXICAM	
077932	MELOXICAM	
077932	MELOXICAM	
077933	MELOXICAM	
077933	MELOXICAM	
077934	MELOXICAM	
077934	MELOXICAM	
077935	MELOXICAM	
077935	MELOXICAM	
077936	MELOXICAM	
077936	MELOXICAM	
077937	MELOXICAM	
077937	MELOXICAM	
077938	MELOXICAM	
077938	MELOXICAM	
077941	FUROSEMIDE	
077942	KETOROLAC TROMETHAMINE	
077942	KETOROLAC TROMETHAMINE	
077943	KETOROLAC TROMETHAMINE	
077944	MELOXICAM	
077944	MELOXICAM	
077946	CETIRIZINE HYDROCHLORIDE ALLERGY	
077946	CETIRIZINE HYDROCHLORIDE ALLERGY	
077947	FLUCONAZOLE IN SODIUM CHLORIDE 0.9%	
077947	FLUCONAZOLE IN SODIUM CHLORIDE 0.9%	
077948	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	
077948	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	
077948	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	
077950	ABACAVIR SULFATE	
077953	RISPERIDONE	
077953	RISPERIDONE	
077953	RISPERIDONE	
077953	RISPERIDONE	
077953	RISPERIDONE	
077953	RISPERIDONE	
077954	AZELASTINE HYDROCHLORIDE	
077955	AMLODIPINE BESYLATE	
077955	AMLODIPINE BESYLATE	
077955	AMLODIPINE BESYLATE	
077956	NEVIRAPINE	
077958	KETOTIFEN FUMARATE	
077959	MIRTAZAPINE	
077959	MIRTAZAPINE	
077959	MIRTAZAPINE	
077960	VALPROIC ACID	
077963	GRANISETRON HYDROCHLORIDE	
077965	NORTRIPTYLINE HYDROCHLORIDE	
077966	MILRINONE LACTATE	
077968	ALPRAZOLAM	
077968	ALPRAZOLAM	
077968	ALPRAZOLAM	
077968	ALPRAZOLAM	
077969	IRBESARTAN AND HYDROCHLOROTHIAZIDE	
077969	IRBESARTAN AND HYDROCHLOROTHIAZIDE	
077969	IRBESARTAN AND HYDROCHLOROTHIAZIDE	
077971	BACLOFEN	
077971	BACLOFEN	
077973	BICALUTAMIDE	
077974	AMLODIPINE BESYLATE	
077974	AMLODIPINE BESYLATE	
077974	AMLODIPINE BESYLATE	
077975	DONEPEZIL HYDROCHLORIDE	
077975	DONEPEZIL HYDROCHLORIDE	
077976	CROMOLYN SODIUM	
077977	SERTRALINE HYDROCHLORIDE	
077977	SERTRALINE HYDROCHLORIDE	
077977	SERTRALINE HYDROCHLORIDE	
077977	SERTRALINE HYDROCHLORIDE	
077977	SERTRALINE HYDROCHLORIDE	
077979	ALPRAZOLAM	
077979	ALPRAZOLAM	
077979	ALPRAZOLAM	
077979	ALPRAZOLAM	
077980	LAMIVUDINE	
077981	ZIDOVUDINE	
077982	ALENDRONATE SODIUM	
077982	ALENDRONATE SODIUM	
077982	ALENDRONATE SODIUM	
077982	ALENDRONATE SODIUM	
077983	GEMCITABINE HYDROCHLORIDE	
077983	GEMCITABINE HYDROCHLORIDE	
077985	ZOLPIDEM TARTRATE	
077985	ZOLPIDEM TARTRATE	
077987	PRAVASTATIN SODIUM	
077987	PRAVASTATIN SODIUM	
077987	PRAVASTATIN SODIUM	
077987	PRAVASTATIN SODIUM	
077988	FLUCONAZOLE IN DEXTROSE 5% IN PLASTIC CONTAINER	
077988	FLUCONAZOLE IN DEXTROSE 5% IN PLASTIC CONTAINER	
077989	FOSPHENYTOIN SODIUM	
077990	ZOLPIDEM TARTRATE	
077990	ZOLPIDEM TARTRATE	
077991	CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE	
077992	AMANTADINE HYDROCHLORIDE	
077993	OLANZAPINE	
077994	IRINOTECAN HYDROCHLORIDE	
077994	IRINOTECAN HYDROCHLORIDE	
077995	BICALUTAMIDE	
077996	ALPRAZOLAM	
077996	ALPRAZOLAM	
077996	ALPRAZOLAM	
077996	ALPRAZOLAM	
077997	CAFFEINE CITRATE	
077998	CARBOPLATIN	
077998	CARBOPLATIN	
077998	CARBOPLATIN	
077999	FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE	
078002	CAFFEINE CITRATE	
078003	ESOMEPRAZOLE MAGNESIUM	
078003	ESOMEPRAZOLE MAGNESIUM	
078004	CLOPIDOGREL BISULFATE	
078005	OXCARBAZEPINE	
078005	OXCARBAZEPINE	
078005	OXCARBAZEPINE	
078007	TORSEMIDE	
078007	TORSEMIDE	
078008	MELOXICAM	
078008	MELOXICAM	
078009	LAMOTRIGINE	
078009	LAMOTRIGINE	
078009	LAMOTRIGINE	
078010	FUROSEMIDE	
078010	FUROSEMIDE	
078010	FUROSEMIDE	
078011	VINORELBINE TARTRATE	
078012	GEMFIBROZIL	
078014	ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE	
078015	TAMSULOSIN HYDROCHLORIDE	
078016	ZOLPIDEM TARTRATE	
078016	ZOLPIDEM TARTRATE	
078020	VALSARTAN AND HYDROCHLOROTHIAZIDE	
078020	VALSARTAN AND HYDROCHLOROTHIAZIDE	
078020	VALSARTAN AND HYDROCHLOROTHIAZIDE	
078020	VALSARTAN AND HYDROCHLOROTHIAZIDE	
078020	VALSARTAN AND HYDROCHLOROTHIAZIDE	
078021	AMLODIPINE BESYLATE	
078021	AMLODIPINE BESYLATE	
078021	AMLODIPINE BESYLATE	
078022	PROPRANOLOL HYDROCHLORIDE	
078022	PROPRANOLOL HYDROCHLORIDE	
078022	PROPRANOLOL HYDROCHLORIDE	
078022	PROPRANOLOL HYDROCHLORIDE	
078023	ROSIGLITAZONE	
078023	ROSIGLITAZONE	
078023	ROSIGLITAZONE	
078024	CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER	
078024	CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER	
078026	PAROXETINE HYDROCHLORIDE	
078026	PAROXETINE HYDROCHLORIDE	
078026	PAROXETINE HYDROCHLORIDE	
078026	PAROXETINE HYDROCHLORIDE	
078027	ALMOTRIPTAN MALATE	
078027	ALMOTRIPTAN MALATE	
078030	STAVUDINE	
078031	DICLOFENAC SODIUM	
078032	ESCITALOPRAM OXALATE	
078032	ESCITALOPRAM OXALATE	
078032	ESCITALOPRAM OXALATE	
078033	OXANDROLONE	
078034	SIMVASTATIN	
078034	SIMVASTATIN	
078034	SIMVASTATIN	
078034	SIMVASTATIN	
078034	SIMVASTATIN	
078035	CABERGOLINE	
078036	RISPERIDONE	
078036	RISPERIDONE	
078036	RISPERIDONE	
078036	RISPERIDONE	
078036	RISPERIDONE	
078036	RISPERIDONE	
078037	GRANISETRON HYDROCHLORIDE	
078039	MELOXICAM	
078039	MELOXICAM	
078040	RISPERIDONE	
078040	RISPERIDONE	
078040	RISPERIDONE	
078040	RISPERIDONE	
078040	RISPERIDONE	
078040	RISPERIDONE	
078042	LEVETIRACETAM	
078042	LEVETIRACETAM	
078042	LEVETIRACETAM	
078042	LEVETIRACETAM	
078043	AMLODIPINE BESYLATE	
078043	AMLODIPINE BESYLATE	
078043	AMLODIPINE BESYLATE	
078045	FLUOXETINE HYDROCHLORIDE	
078045	FLUOXETINE HYDROCHLORIDE	
078046	CICLOPIROX	
078048	CYCLOBENZAPRINE HYDROCHLORIDE	
078048	CYCLOBENZAPRINE HYDROCHLORIDE	
078050	ONDANSETRON	
078050	ONDANSETRON	
078052	FOSPHENYTOIN SODIUM	
078053	SERTRALINE HYDROCHLORIDE	
078055	ZOLPIDEM TARTRATE	
078055	ZOLPIDEM TARTRATE	
078056	ALPRAZOLAM	
078056	ALPRAZOLAM	
078056	ALPRAZOLAM	
078056	ALPRAZOLAM	
078057	VENLAFAXINE HYDROCHLORIDE	
078057	VENLAFAXINE HYDROCHLORIDE	
078057	VENLAFAXINE HYDROCHLORIDE	
078058	ANASTROZOLE	
078060	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
078060	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
078061	LINEZOLID	
078062	CIPROFLOXACIN	
078062	CIPROFLOXACIN	
078064	EFAVIRENZ	
078064	EFAVIRENZ	
078064	EFAVIRENZ	
078065	PROPRANOLOL HYDROCHLORIDE	
078065	PROPRANOLOL HYDROCHLORIDE	
078065	PROPRANOLOL HYDROCHLORIDE	
078065	PROPRANOLOL HYDROCHLORIDE	
078066	CALCITRIOL	
078066	CALCITRIOL	
078067	SUMATRIPTAN SUCCINATE	
078067	SUMATRIPTAN SUCCINATE	
078069	OXCARBAZEPINE	
078069	OXCARBAZEPINE	
078069	OXCARBAZEPINE	
078070	VALACYCLOVIR HYDROCHLORIDE	
078070	VALACYCLOVIR HYDROCHLORIDE	
078071	RISPERIDONE	
078071	RISPERIDONE	
078071	RISPERIDONE	
078071	RISPERIDONE	
078071	RISPERIDONE	
078071	RISPERIDONE	
078072	CETIRIZINE HYDROCHLORIDE ALLERGY	
078072	CETIRIZINE HYDROCHLORIDE HIVES RELIEF	
078072	CETIRIZINE HYDROCHLORIDE ALLERGY	
078072	CETIRIZINE HYDROCHLORIDE HIVES RELIEF	
078073	MOXIFLOXACIN HYDROCHLORIDE	
078075	BRIMONIDINE TARTRATE	
078076	ADENOSINE	
078079	CICLOPIROX	
078080	GRANISETRON HYDROCHLORIDE	
078081	AMLODIPINE BESYLATE	
078081	AMLODIPINE BESYLATE	
078081	AMLODIPINE BESYLATE	
078083	GLIPIZIDE AND METFORMIN HYDROCHLORIDE	
078083	GLIPIZIDE AND METFORMIN HYDROCHLORIDE	
078083	GLIPIZIDE AND METFORMIN HYDROCHLORIDE	
078084	METRONIDAZOLE IN PLASTIC CONTAINER	
078085	METOPROLOL TARTRATE	
078086	DEFEROXAMINE MESYLATE	
078086	DEFEROXAMINE MESYLATE	
078087	VENLAFAXINE HYDROCHLORIDE	
078087	VENLAFAXINE HYDROCHLORIDE	
078087	VENLAFAXINE HYDROCHLORIDE	
078088	ALPRAZOLAM	
078088	ALPRAZOLAM	
078088	ALPRAZOLAM	
078088	ALPRAZOLAM	
078090	GRANISETRON HYDROCHLORIDE	
078092	ALBUTEROL SULFATE	
078092	ALBUTEROL SULFATE	
078095	ZALEPLON	
078095	ZALEPLON	
078096	GRANISETRON HYDROCHLORIDE PRESERVATIVE FREE	
078098	TECHNETIUM TC-99M SESTAMIBI	
078099	CLONIDINE HYDROCHLORIDE	
078099	CLONIDINE HYDROCHLORIDE	
078099	CLONIDINE HYDROCHLORIDE	
078101	LEVETIRACETAM	
078101	LEVETIRACETAM	
078101	LEVETIRACETAM	
078101	LEVETIRACETAM	
078102	MELOXICAM	
078102	MELOXICAM	
078103	SIMVASTATIN	
078103	SIMVASTATIN	
078103	SIMVASTATIN	
078103	SIMVASTATIN	
078103	SIMVASTATIN	
078104	TRIAMCINOLONE ACETONIDE	
078104	TRIAMCINOLONE ACETONIDE	
078105	ALBUTEROL SULFATE	
078106	LEVETIRACETAM	
078106	LEVETIRACETAM	
078106	LEVETIRACETAM	
078106	LEVETIRACETAM	
078107	FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	
078107	FLUCONAZOLE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	
078108	SERTRALINE HYDROCHLORIDE	
078108	SERTRALINE HYDROCHLORIDE	
078108	SERTRALINE HYDROCHLORIDE	
078109	OLANZAPINE	
078109	OLANZAPINE	
078109	OLANZAPINE	
078109	OLANZAPINE	
078110	ROPINIROLE HYDROCHLORIDE	
078110	ROPINIROLE HYDROCHLORIDE	
078110	ROPINIROLE HYDROCHLORIDE	
078110	ROPINIROLE HYDROCHLORIDE	
078110	ROPINIROLE HYDROCHLORIDE	
078110	ROPINIROLE HYDROCHLORIDE	
078110	ROPINIROLE HYDROCHLORIDE	
078112	DIDANOSINE	
078113	MILRINONE LACTATE IN DEXTROSE 5% IN PLASTIC CONTAINER	
078113	MILRINONE LACTATE IN DEXTROSE 5% IN PLASTIC CONTAINER	
078114	CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER	
078114	CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER	
078115	CARBAMAZEPINE	
078115	CARBAMAZEPINE	
078115	CARBAMAZEPINE	
078116	RISPERIDONE	
078116	RISPERIDONE	
078116	RISPERIDONE	
078116	RISPERIDONE	
078116	RISPERIDONE	
078119	ABACAVIR SULFATE	
078122	IRINOTECAN HYDROCHLORIDE	
078122	IRINOTECAN HYDROCHLORIDE	
078124	CICLOPIROX	
078126	FOSPHENYTOIN SODIUM	
078127	ONDANSETRON HYDROCHLORIDE	
078128	ZIDOVUDINE	
078129	ZOLPIDEM TARTRATE	
078129	ZOLPIDEM TARTRATE	
078131	AMLODIPINE BESYLATE	
078131	AMLODIPINE BESYLATE	
078131	AMLODIPINE BESYLATE	
078132	IBUPROFEN	
078132	IBUPROFEN	
078132	IBUPROFEN	
078133	CLOPIDOGREL BISULFATE	
078134	LAMOTRIGINE	
078134	LAMOTRIGINE	
078134	LAMOTRIGINE	
078134	LAMOTRIGINE	
078137	FOSPHENYTOIN SODIUM	
078138	PERINDOPRIL ERBUMINE	
078138	PERINDOPRIL ERBUMINE	
078138	PERINDOPRIL ERBUMINE	
078139	ONDANSETRON	
078139	ONDANSETRON	
078141	MIDAZOLAM HYDROCHLORIDE	
078141	MIDAZOLAM HYDROCHLORIDE	
078143	FLUOXETINE HYDROCHLORIDE	
078143	FLUOXETINE HYDROCHLORIDE	
078143	FLUOXETINE HYDROCHLORIDE	
078144	CICLOPIROX	
078145	KETOROLAC TROMETHAMINE	
078145	KETOROLAC TROMETHAMINE	
078147	ZALEPLON	
078147	ZALEPLON	
078148	ZOLPIDEM TARTRATE	
078148	ZOLPIDEM TARTRATE	
078149	BUTALBITAL, ASPIRIN AND CAFFEINE	
078150	GABAPENTIN	
078150	GABAPENTIN	
078150	GABAPENTIN	
078151	TERBUTALINE SULFATE	
078152	ONDANSETRON	
078152	ONDANSETRON	
078154	LEVETIRACETAM	
078154	LEVETIRACETAM	
078154	LEVETIRACETAM	
078155	SIMVASTATIN	
078155	SIMVASTATIN	
078155	SIMVASTATIN	
078155	SIMVASTATIN	
078155	SIMVASTATIN	
078156	PAMIDRONATE DISODIUM	
078156	PAMIDRONATE DISODIUM	
078156	PAMIDRONATE DISODIUM	
078157	TERBINAFINE HYDROCHLORIDE	
078158	FOSPHENYTOIN SODIUM	
078161	FINASTERIDE	
078162	HALOBETASOL PROPIONATE	
078163	TERBINAFINE HYDROCHLORIDE	
078164	HYDROCHLOROTHIAZIDE	
078165	CARVEDILOL	
078165	CARVEDILOL	
078165	CARVEDILOL	
078165	CARVEDILOL	
078166	CIPROFLOXACIN EXTENDED RELEASE	
078166	CIPROFLOXACIN EXTENDED RELEASE	
078167	PACLITAXEL	
078169	ESCITALOPRAM OXALATE	
078169	ESCITALOPRAM OXALATE	
078169	ESCITALOPRAM OXALATE	
078170	METFORMIN HYDROCHLORIDE	
078170	METFORMIN HYDROCHLORIDE	
078170	METFORMIN HYDROCHLORIDE	
078171	LEVALBUTEROL HYDROCHLORIDE	
078171	LEVALBUTEROL HYDROCHLORIDE	
078171	LEVALBUTEROL HYDROCHLORIDE	
078172	CICLOPIROX	
078173	RIZATRIPTAN BENZOATE	
078173	RIZATRIPTAN BENZOATE	
078175	SERTRALINE HYDROCHLORIDE	
078175	SERTRALINE HYDROCHLORIDE	
078175	SERTRALINE HYDROCHLORIDE	
078176	THEROXIDIL	
078177	SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	
078178	METRONIDAZOLE	
078179	ZOLPIDEM TARTRATE	
078179	ZOLPIDEM TARTRATE	
078180	ONDANSETRON HYDROCHLORIDE	
078181	GLIMEPIRIDE	
078181	GLIMEPIRIDE	
078181	GLIMEPIRIDE	
078182	DIVALPROEX SODIUM	
078182	DIVALPROEX SODIUM	
078182	DIVALPROEX SODIUM	
078183	CIPROFLOXACIN EXTENDED RELEASE	
078183	CIPROFLOXACIN EXTENDED RELEASE	
078184	ZOLPIDEM TARTRATE	
078184	ZOLPIDEM TARTRATE	
078185	GALANTAMINE HYDROBROMIDE	
078187	RISPERIDONE	
078187	RISPERIDONE	
078187	RISPERIDONE	
078187	RISPERIDONE	
078187	RISPERIDONE	
078187	RISPERIDONE	
078188	IRINOTECAN HYDROCHLORIDE	
078188	IRINOTECAN HYDROCHLORIDE	
078189	GALANTAMINE HYDROBROMIDE	
078189	GALANTAMINE HYDROBROMIDE	
078189	GALANTAMINE HYDROBROMIDE	
078190	LETROZOLE	
078191	RAMIPRIL	
078191	RAMIPRIL	
078191	RAMIPRIL	
078191	RAMIPRIL	
078192	RANITIDINE HYDROCHLORIDE	
078193	RALOXIFENE HYDROCHLORIDE	
078194	PAROXETINE HYDROCHLORIDE	
078194	PAROXETINE HYDROCHLORIDE	
078194	PAROXETINE HYDROCHLORIDE	
078194	PAROXETINE HYDROCHLORIDE	
078195	NEVIRAPINE	
078197	GRANISETRON HYDROCHLORIDE	
078198	GRANISETRON HYDROCHLORIDE	
078198	GRANISETRON HYDROCHLORIDE	
078199	TERBINAFINE HYDROCHLORIDE	
078201	DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE	
078202	BUDESONIDE	
078202	BUDESONIDE	
078203	LORAZEPAM	
078203	LORAZEPAM	
078203	LORAZEPAM	
078207	GEMFIBROZIL	
078208	NAPHAZOLINE HYDROCHLORIDE AND PHENIRAMINE MALEATE	
078210	ATENOLOL	
078210	ATENOLOL	
078210	ATENOLOL	
078211	QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
078211	QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
078211	QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
078212	BENAZEPRIL HYDROCHLORIDE	
078212	BENAZEPRIL HYDROCHLORIDE	
078212	BENAZEPRIL HYDROCHLORIDE	
078213	PROPRANOLOL HYDROCHLORIDE	
078213	PROPRANOLOL HYDROCHLORIDE	
078213	PROPRANOLOL HYDROCHLORIDE	
078213	PROPRANOLOL HYDROCHLORIDE	
078213	PROPRANOLOL HYDROCHLORIDE	
078214	DANAZOL	
078214	DANAZOL	
078215	SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE	
078216	CITALOPRAM HYDROBROMIDE	
078216	CITALOPRAM HYDROBROMIDE	
078216	CITALOPRAM HYDROBROMIDE	
078217	CARVEDILOL	
078217	CARVEDILOL	
078217	CARVEDILOL	
078217	CARVEDILOL	
078218	CYCLOBENZAPRINE HYDROCHLORIDE	
078218	CYCLOBENZAPRINE HYDROCHLORIDE	
078219	ESCITALOPRAM OXALATE	
078219	ESCITALOPRAM OXALATE	
078219	ESCITALOPRAM OXALATE	
078221	GRANISETRON HYDROCHLORIDE	
078222	OFLOXACIN	
078223	CLOBETASOL PROPIONATE	
078224	AMLODIPINE BESYLATE	
078224	AMLODIPINE BESYLATE	
078224	AMLODIPINE BESYLATE	
078225	TAMSULOSIN HYDROCHLORIDE	
078226	AMLODIPINE BESYLATE	
078226	AMLODIPINE BESYLATE	
078226	AMLODIPINE BESYLATE	
078227	CARVEDILOL	
078227	CARVEDILOL	
078227	CARVEDILOL	
078227	CARVEDILOL	
078228	HYDROMORPHONE HYDROCHLORIDE	
078229	TERBINAFINE HYDROCHLORIDE	
078230	ROPINIROLE HYDROCHLORIDE	
078230	ROPINIROLE HYDROCHLORIDE	
078230	ROPINIROLE HYDROCHLORIDE	
